age,job,marital,education,balance,housing,loan,contact,duration,campaign,deposit
64,retired,married,primary,440,no,no,cellular,495,1,yes
34,management,married,tertiary,3301,yes,no,cellular,164,5,yes
72,admin.,married,primary,2321,no,no,cellular,221,2,yes
27,student,single,secondary,213,no,no,cellular,378,1,yes
54,services,divorced,secondary,0,no,no,cellular,362,1,yes
19,student,single,unknown,108,no,no,cellular,168,1,yes
33,admin.,married,secondary,920,no,no,cellular,344,1,yes
36,admin.,married,secondary,1031,no,no,cellular,282,4,yes
26,student,single,tertiary,294,no,no,cellular,87,1,yes
42,admin.,divorced,secondary,527,no,yes,cellular,181,1,yes
24,management,single,tertiary,1030,no,no,cellular,396,2,yes
28,self-employed,single,tertiary,2503,no,no,cellular,426,1,yes
58,unknown,married,unknown,1547,no,no,telephone,1186,4,yes
59,management,married,tertiary,1,yes,no,cellular,210,1,yes
46,technician,married,secondary,1167,yes,no,cellular,1540,2,yes
49,technician,married,tertiary,523,yes,no,cellular,152,2,yes
45,blue-collar,divorced,primary,-207,no,no,cellular,878,2,yes
32,management,single,tertiary,3283,no,no,cellular,623,2,yes
46,blue-collar,married,secondary,1147,yes,no,cellular,720,1,yes
29,management,single,tertiary,1170,no,no,cellular,453,1,yes
30,management,single,secondary,4642,yes,no,cellular,528,1,yes
31,self-employed,married,tertiary,2666,no,no,cellular,318,2,yes
31,management,married,tertiary,792,no,no,cellular,763,14,yes
33,blue-collar,single,primary,127,yes,no,unknown,1059,2,yes
49,services,divorced,secondary,0,no,no,cellular,412,2,yes
30,admin.,married,secondary,0,no,no,cellular,318,1,yes
29,self-employed,single,tertiary,121,yes,no,unknown,1500,2,yes
44,services,single,secondary,618,no,no,cellular,193,1,yes
34,blue-collar,married,secondary,2495,yes,no,unknown,924,1,yes
62,retired,married,secondary,569,no,no,cellular,94,5,yes
58,management,married,tertiary,473,no,no,cellular,1109,1,yes
60,management,married,tertiary,474,no,no,cellular,415,5,yes
62,retired,divorced,tertiary,0,no,no,cellular,227,2,yes
53,admin.,married,secondary,1796,no,no,telephone,476,1,yes
32,management,single,tertiary,520,no,no,cellular,443,2,yes
39,blue-collar,married,primary,118,no,no,cellular,906,1,yes
58,management,married,tertiary,3342,no,no,cellular,344,5,yes
38,admin.,single,secondary,3239,no,no,unknown,817,2,yes
56,technician,married,secondary,23,no,no,cellular,857,3,yes
52,management,married,tertiary,40,no,no,cellular,1265,3,yes
45,management,married,tertiary,226,yes,no,cellular,177,6,yes
28,management,single,tertiary,939,yes,no,unknown,740,1,yes
29,blue-collar,single,secondary,-20,no,yes,cellular,574,1,yes
29,blue-collar,married,secondary,940,yes,yes,cellular,382,1,yes
60,blue-collar,married,primary,5,no,no,cellular,533,1,yes
31,management,married,secondary,0,no,no,cellular,720,1,yes
31,services,married,secondary,447,no,no,cellular,327,3,yes
57,technician,divorced,tertiary,126,no,no,telephone,166,2,yes
25,technician,single,secondary,4718,no,no,cellular,709,1,yes
27,management,single,secondary,843,no,no,cellular,187,1,yes
24,blue-collar,married,primary,656,yes,no,unknown,894,1,yes
39,services,single,secondary,91,no,no,cellular,213,1,yes
27,services,married,secondary,0,yes,no,cellular,1608,13,yes
24,self-employed,single,tertiary,2984,yes,no,unknown,935,1,yes
56,management,married,primary,870,no,no,cellular,257,1,yes
33,admin.,single,tertiary,7608,no,no,cellular,238,4,yes
38,technician,married,secondary,5115,yes,no,cellular,318,1,yes
34,admin.,married,secondary,247,no,no,cellular,401,2,yes
45,blue-collar,married,secondary,154,yes,no,unknown,1138,1,yes
35,management,married,tertiary,1731,no,no,cellular,361,4,yes
52,management,married,tertiary,3634,no,no,cellular,341,8,yes
38,admin.,divorced,secondary,19,yes,no,cellular,1130,3,yes
23,technician,single,tertiary,1129,yes,no,unknown,806,1,yes
38,blue-collar,divorced,secondary,0,yes,no,cellular,576,1,yes
36,technician,single,secondary,12264,no,no,cellular,158,2,yes
33,services,married,secondary,478,no,no,cellular,475,2,yes
43,management,single,tertiary,2081,no,no,cellular,554,3,yes
41,technician,married,secondary,965,no,no,cellular,336,10,yes
46,technician,married,secondary,332,yes,no,unknown,772,1,yes
60,housemaid,married,primary,1163,no,no,cellular,470,8,yes
40,unemployed,married,secondary,1960,yes,no,unknown,605,6,yes
33,admin.,divorced,secondary,294,yes,no,cellular,763,1,yes
35,self-employed,married,secondary,188,yes,yes,unknown,1865,2,yes
36,management,married,tertiary,254,no,no,cellular,303,2,yes
28,student,single,secondary,1377,yes,no,cellular,688,2,yes
60,retired,married,secondary,523,no,no,cellular,192,3,yes
47,management,married,tertiary,600,no,no,cellular,290,15,yes
35,student,married,tertiary,387,yes,no,cellular,1024,3,yes
53,admin.,married,secondary,849,yes,no,cellular,3102,3,yes
39,blue-collar,divorced,primary,1317,yes,no,cellular,543,1,yes
46,services,married,secondary,273,no,no,cellular,565,2,yes
34,management,married,tertiary,0,yes,no,cellular,300,1,yes
58,retired,divorced,primary,2538,yes,no,cellular,680,2,yes
34,technician,married,secondary,133,no,no,cellular,401,2,yes
33,admin.,single,tertiary,146,no,no,cellular,380,1,yes
42,technician,single,unknown,11115,no,no,cellular,328,1,yes
32,services,single,secondary,486,no,no,cellular,1181,1,yes
47,management,single,tertiary,159,no,no,telephone,220,3,yes
35,blue-collar,married,unknown,1201,no,no,unknown,537,1,yes
77,retired,married,primary,2590,no,no,telephone,212,3,yes
62,retired,married,unknown,800,no,no,cellular,737,1,yes
62,self-employed,divorced,secondary,0,yes,no,cellular,158,1,yes
38,management,married,tertiary,385,yes,no,telephone,154,1,yes
37,management,married,tertiary,238,no,no,cellular,185,1,yes
38,management,married,tertiary,238,no,no,cellular,139,1,yes
31,management,married,tertiary,1812,no,no,cellular,461,1,yes
38,management,married,tertiary,413,no,no,cellular,252,2,yes
31,blue-collar,married,secondary,152,yes,yes,cellular,831,1,yes
34,blue-collar,married,primary,1031,yes,no,unknown,751,3,yes
33,management,single,tertiary,3143,no,no,cellular,421,2,yes
38,management,married,tertiary,613,no,no,cellular,239,1,yes
28,services,single,secondary,168,no,no,cellular,387,1,yes
67,retired,single,tertiary,2144,no,no,telephone,847,2,yes
31,management,married,tertiary,1331,no,no,cellular,297,1,yes
49,technician,married,tertiary,2611,no,no,cellular,194,2,yes
53,technician,single,secondary,925,no,no,cellular,930,3,yes
31,technician,single,tertiary,985,yes,no,cellular,997,1,yes
60,technician,divorced,secondary,367,no,no,cellular,318,2,yes
30,unemployed,single,tertiary,302,no,no,cellular,528,3,yes
38,admin.,married,secondary,47,yes,no,cellular,288,5,yes
49,blue-collar,married,secondary,1946,no,no,cellular,486,1,yes
40,technician,married,secondary,2266,no,no,cellular,447,1,yes
34,technician,single,tertiary,992,yes,no,cellular,71,2,yes
35,management,single,tertiary,3544,yes,no,cellular,380,1,yes
33,blue-collar,single,secondary,76,yes,no,unknown,1141,4,yes
34,management,single,unknown,6013,yes,no,cellular,612,1,yes
28,housemaid,single,tertiary,19,no,no,cellular,149,1,yes
27,blue-collar,single,primary,232,yes,no,cellular,701,2,yes
22,unemployed,single,tertiary,993,no,no,cellular,115,3,yes
27,blue-collar,single,secondary,535,no,no,cellular,159,1,yes
34,technician,married,tertiary,127,no,no,cellular,117,1,yes
62,housemaid,married,tertiary,1528,no,no,cellular,134,2,yes
36,blue-collar,married,secondary,324,yes,yes,cellular,830,1,yes
47,services,divorced,tertiary,1639,no,no,cellular,349,1,yes
32,admin.,married,secondary,0,yes,no,cellular,177,2,yes
33,admin.,married,secondary,-370,yes,no,cellular,261,1,yes
27,technician,single,tertiary,11862,no,no,cellular,285,2,yes
35,management,married,tertiary,323,no,no,cellular,261,2,yes
47,housemaid,married,secondary,3940,yes,no,cellular,226,3,yes
57,management,divorced,tertiary,8897,yes,no,cellular,865,2,yes
26,technician,single,secondary,2002,no,no,cellular,146,1,yes
46,blue-collar,married,secondary,668,yes,no,unknown,1263,2,yes
58,services,married,primary,2946,yes,no,cellular,467,1,yes
43,services,married,tertiary,4216,no,no,cellular,150,2,yes
49,services,married,primary,0,yes,no,cellular,445,2,yes
34,technician,married,tertiary,23076,no,no,cellular,243,2,yes
28,unemployed,married,primary,7459,yes,no,cellular,981,5,yes
33,blue-collar,married,primary,5,yes,no,cellular,1007,2,yes
25,student,single,secondary,4147,no,no,cellular,211,3,yes
26,services,single,tertiary,0,no,yes,telephone,261,4,yes
32,admin.,single,secondary,131,yes,no,cellular,522,1,yes
29,management,married,secondary,231,no,no,cellular,1075,1,yes
30,management,single,tertiary,720,no,no,cellular,1265,4,yes
23,technician,single,secondary,598,no,no,cellular,406,1,yes
41,technician,married,secondary,1819,no,no,cellular,397,1,yes
66,management,married,secondary,587,no,no,cellular,457,2,yes
62,retired,married,secondary,1495,no,no,cellular,896,1,yes
28,self-employed,single,tertiary,442,no,no,cellular,474,3,yes
33,management,married,tertiary,271,yes,no,cellular,182,2,yes
77,retired,married,primary,29340,no,no,cellular,257,1,yes
54,management,married,tertiary,1014,no,yes,cellular,240,1,yes
50,management,married,tertiary,2366,no,no,cellular,816,2,yes
31,housemaid,single,primary,26965,no,no,cellular,654,2,yes
45,management,single,tertiary,1411,no,no,cellular,800,2,yes
30,management,single,tertiary,617,no,no,cellular,192,2,yes
40,technician,divorced,tertiary,4736,yes,no,cellular,285,2,yes
67,retired,married,unknown,2540,no,no,telephone,279,3,yes
39,services,single,secondary,403,yes,no,cellular,1262,3,yes
20,blue-collar,single,secondary,423,yes,no,cellular,498,1,yes
31,management,married,tertiary,131,no,no,cellular,332,2,yes
31,admin.,single,tertiary,4041,no,no,cellular,1034,2,yes
33,management,married,tertiary,273,yes,no,unknown,803,1,yes
45,blue-collar,married,primary,101,yes,no,unknown,460,5,yes
45,admin.,married,secondary,0,no,yes,telephone,533,3,yes
31,technician,single,secondary,2544,no,no,cellular,252,1,yes
33,technician,married,tertiary,1699,no,no,cellular,178,2,yes
41,blue-collar,married,secondary,2689,yes,no,cellular,135,1,yes
31,management,married,tertiary,3160,yes,no,cellular,688,2,yes
50,housemaid,married,secondary,388,no,no,cellular,203,2,yes
56,retired,married,secondary,393,no,yes,cellular,183,1,yes
28,student,single,secondary,69,no,no,cellular,532,2,yes
35,technician,single,tertiary,2658,yes,no,cellular,768,2,yes
30,services,single,secondary,-366,yes,no,cellular,516,1,yes
64,retired,married,secondary,466,yes,no,cellular,526,1,yes
32,student,single,tertiary,64,no,no,cellular,598,4,yes
29,blue-collar,married,secondary,580,yes,yes,cellular,1311,2,yes
29,management,single,secondary,3317,no,yes,telephone,640,7,yes
51,blue-collar,married,secondary,955,no,yes,cellular,221,3,yes
40,housemaid,single,tertiary,7441,no,no,cellular,1461,6,yes
45,technician,married,tertiary,377,yes,no,unknown,835,3,yes
36,admin.,single,tertiary,994,no,no,cellular,211,1,yes
31,blue-collar,married,secondary,1766,no,yes,cellular,166,2,yes
43,services,married,secondary,-236,yes,no,cellular,745,7,yes
42,services,married,secondary,774,no,no,cellular,997,1,yes
46,admin.,married,secondary,659,yes,no,telephone,1127,11,yes
34,technician,married,tertiary,149,no,no,cellular,739,2,yes
52,blue-collar,married,secondary,1405,no,yes,cellular,753,2,yes
47,admin.,married,secondary,290,yes,no,cellular,1352,2,yes
40,student,single,secondary,595,yes,no,cellular,406,2,yes
26,student,single,secondary,4613,no,no,cellular,663,3,yes
45,technician,married,secondary,0,yes,no,cellular,344,1,yes
55,retired,divorced,secondary,2204,no,no,cellular,261,1,yes
42,unemployed,married,tertiary,576,no,no,cellular,447,2,yes
40,management,single,tertiary,3840,yes,no,cellular,232,2,yes
43,technician,married,secondary,1358,no,no,cellular,159,3,yes
26,student,single,tertiary,5169,yes,no,cellular,397,1,yes
31,blue-collar,married,secondary,0,yes,no,unknown,97,1,yes
31,management,single,tertiary,533,no,no,cellular,144,1,yes
29,services,single,tertiary,1788,no,no,cellular,353,1,yes
44,self-employed,divorced,tertiary,1070,yes,no,cellular,137,2,yes
35,management,single,tertiary,80,no,no,cellular,434,2,yes
36,technician,single,secondary,3254,yes,no,unknown,207,1,yes
30,admin.,single,secondary,1309,no,no,cellular,622,1,yes
48,management,married,tertiary,0,no,yes,cellular,204,4,yes
33,management,single,unknown,1534,yes,no,cellular,1041,2,yes
36,management,married,tertiary,535,no,no,cellular,150,2,yes
46,admin.,married,secondary,368,no,no,cellular,293,1,yes
35,unemployed,single,tertiary,415,no,no,cellular,164,2,yes
46,technician,married,secondary,3434,no,yes,cellular,148,2,yes
32,admin.,married,secondary,35,no,no,cellular,324,3,yes
46,services,married,secondary,2948,no,no,cellular,893,1,yes
54,housemaid,married,tertiary,2473,no,no,cellular,607,2,yes
36,management,married,tertiary,1133,yes,no,cellular,293,1,yes
29,admin.,single,secondary,306,yes,no,cellular,774,4,yes
58,management,married,secondary,-382,no,no,cellular,644,12,yes
35,admin.,divorced,secondary,1224,yes,no,cellular,187,1,yes
30,management,single,tertiary,5359,no,no,cellular,119,1,yes
31,technician,married,tertiary,2166,no,no,cellular,577,6,yes
35,management,married,tertiary,925,no,no,cellular,200,4,yes
36,management,married,tertiary,495,no,no,cellular,157,3,yes
34,admin.,married,secondary,2374,yes,no,cellular,161,1,yes
28,student,single,secondary,1925,no,no,cellular,252,1,yes
23,services,single,secondary,279,yes,no,cellular,843,1,yes
46,blue-collar,married,unknown,842,yes,no,telephone,833,1,yes
33,unemployed,single,tertiary,6748,no,no,cellular,1579,2,yes
25,management,married,tertiary,-242,yes,yes,cellular,600,4,yes
43,blue-collar,married,primary,3917,no,no,cellular,154,1,yes
38,technician,single,secondary,1711,no,no,telephone,234,1,yes
62,retired,married,secondary,298,no,no,cellular,709,2,yes
33,unknown,married,secondary,335,no,no,cellular,891,2,yes
53,management,married,unknown,2240,yes,no,cellular,282,2,yes
38,technician,married,secondary,1478,no,no,cellular,926,4,yes
32,entrepreneur,married,secondary,390,no,no,cellular,440,1,yes
24,student,single,secondary,1234,no,no,cellular,314,1,yes
26,management,single,tertiary,3704,no,no,cellular,238,4,yes
55,blue-collar,married,unknown,890,no,no,cellular,1329,2,yes
47,management,married,tertiary,3663,no,no,cellular,364,3,yes
58,blue-collar,single,secondary,119,yes,yes,cellular,985,1,yes
30,blue-collar,married,secondary,167,yes,no,cellular,255,1,yes
39,technician,single,secondary,1022,yes,no,unknown,1410,2,yes
30,admin.,single,tertiary,305,no,no,cellular,227,2,yes
34,blue-collar,divorced,unknown,172,no,no,cellular,177,1,yes
34,management,married,tertiary,3047,no,no,cellular,317,1,yes
56,management,married,tertiary,616,no,no,cellular,225,1,yes
27,services,single,secondary,453,no,no,cellular,142,2,yes
46,self-employed,single,secondary,526,no,no,cellular,523,1,yes
32,management,married,tertiary,169,no,no,telephone,698,2,yes
27,services,single,secondary,1347,no,no,telephone,824,1,yes
36,blue-collar,married,primary,378,yes,no,cellular,1240,1,yes
46,admin.,single,tertiary,2889,yes,no,cellular,494,1,yes
46,technician,married,secondary,57,no,no,unknown,796,1,yes
49,management,married,tertiary,0,no,no,telephone,223,1,yes
39,technician,married,tertiary,1293,no,no,cellular,140,2,yes
33,technician,single,secondary,2085,no,no,cellular,501,2,yes
48,entrepreneur,single,secondary,315,no,no,unknown,271,1,yes
38,blue-collar,married,secondary,1627,no,no,unknown,1323,9,yes
60,retired,married,secondary,1853,no,no,cellular,234,1,yes
33,technician,single,secondary,1429,yes,no,cellular,268,8,yes
64,management,married,tertiary,3951,no,no,cellular,134,1,yes
22,self-employed,single,tertiary,780,no,no,cellular,272,3,yes
34,technician,divorced,tertiary,674,yes,no,cellular,587,2,yes
36,blue-collar,married,secondary,218,yes,no,cellular,619,6,yes
72,retired,married,primary,763,no,no,cellular,384,2,yes
37,services,married,secondary,4151,yes,yes,cellular,543,4,yes
78,retired,divorced,primary,2787,no,no,telephone,372,1,yes
31,technician,married,tertiary,26,no,yes,cellular,419,1,yes
20,student,single,secondary,153,no,no,unknown,100,1,yes
60,self-employed,married,primary,362,no,yes,cellular,816,6,yes
36,self-employed,married,secondary,1184,yes,no,cellular,1063,1,yes
51,technician,married,secondary,6840,no,no,telephone,257,1,yes
26,blue-collar,single,secondary,3145,no,no,cellular,1141,1,yes
48,admin.,married,secondary,660,no,no,cellular,318,1,yes
49,management,married,tertiary,1311,yes,no,cellular,813,1,yes
20,student,single,secondary,215,no,no,cellular,325,1,yes
77,retired,married,primary,3324,no,no,cellular,289,1,yes
42,management,single,tertiary,0,yes,no,cellular,824,1,yes
31,admin.,single,secondary,747,yes,no,unknown,543,2,yes
56,blue-collar,married,secondary,448,yes,yes,cellular,556,1,yes
32,technician,single,tertiary,1246,yes,no,cellular,509,1,yes
33,management,married,tertiary,271,yes,no,cellular,801,2,yes
33,management,single,tertiary,1271,yes,no,cellular,636,3,yes
54,housemaid,married,secondary,962,yes,no,cellular,288,3,yes
28,student,single,tertiary,3054,no,no,cellular,384,1,yes
41,unemployed,married,tertiary,0,no,no,cellular,373,3,yes
51,management,married,tertiary,346,no,no,cellular,134,2,yes
43,blue-collar,divorced,primary,3550,no,no,cellular,1154,1,yes
36,management,single,tertiary,1379,no,no,cellular,189,1,yes
49,management,married,tertiary,1093,yes,yes,cellular,243,2,yes
47,admin.,divorced,secondary,295,yes,no,unknown,94,2,yes
30,services,married,secondary,129,yes,no,unknown,1446,7,yes
31,technician,married,tertiary,636,yes,no,cellular,352,4,yes
39,technician,married,secondary,4101,yes,no,cellular,146,2,yes
40,management,married,tertiary,3352,yes,no,telephone,138,1,yes
48,management,single,tertiary,334,yes,no,cellular,600,2,yes
30,services,divorced,secondary,341,yes,no,cellular,478,1,yes
41,entrepreneur,married,secondary,8491,yes,no,cellular,929,1,yes
33,services,married,secondary,227,yes,yes,cellular,477,2,yes
25,student,single,secondary,125,no,no,cellular,215,1,yes
49,admin.,married,secondary,3608,yes,no,unknown,231,1,yes
32,management,single,tertiary,2536,yes,no,cellular,958,6,yes
64,management,married,tertiary,4688,no,no,cellular,200,1,yes
28,student,single,secondary,0,no,no,cellular,209,20,yes
37,management,married,tertiary,1113,no,no,cellular,229,1,yes
25,blue-collar,single,secondary,1857,yes,no,cellular,295,4,yes
53,admin.,single,secondary,2892,no,no,cellular,527,3,yes
62,self-employed,divorced,tertiary,6,yes,no,cellular,103,1,yes
34,services,married,secondary,1076,no,no,cellular,152,1,yes
26,admin.,single,secondary,-930,yes,no,cellular,786,1,yes
39,blue-collar,married,secondary,1382,yes,no,cellular,397,2,yes
45,management,single,tertiary,2048,yes,no,cellular,310,1,yes
19,student,single,primary,608,no,no,cellular,236,1,yes
33,blue-collar,divorced,unknown,-274,yes,yes,cellular,715,2,yes
43,admin.,married,secondary,132,no,no,cellular,187,2,yes
35,technician,single,secondary,344,no,no,cellular,519,16,yes
52,blue-collar,married,secondary,2230,no,no,cellular,423,3,yes
28,self-employed,single,secondary,5679,yes,no,cellular,701,4,yes
35,blue-collar,single,secondary,885,yes,no,cellular,632,6,yes
50,blue-collar,married,primary,3764,no,no,telephone,214,2,yes
37,services,married,secondary,4017,no,no,cellular,665,2,yes
36,technician,married,secondary,368,yes,yes,unknown,1597,2,yes
61,retired,married,secondary,569,no,no,cellular,219,1,yes
24,blue-collar,married,secondary,272,no,no,cellular,105,2,yes
35,services,single,primary,167,no,yes,cellular,614,2,yes
32,management,married,tertiary,1388,yes,no,cellular,753,1,yes
45,blue-collar,married,secondary,7895,yes,no,cellular,872,1,yes
43,blue-collar,married,secondary,2160,no,no,cellular,261,1,yes
39,technician,married,secondary,1587,yes,no,cellular,171,3,yes
35,management,divorced,tertiary,1723,yes,no,cellular,862,1,yes
23,student,single,tertiary,691,no,no,cellular,1178,1,yes
34,blue-collar,married,secondary,243,yes,no,cellular,507,1,yes
47,admin.,single,secondary,3696,no,no,cellular,758,4,yes
21,student,single,secondary,71,no,no,cellular,169,2,yes
37,unknown,single,tertiary,0,no,no,cellular,257,2,yes
53,admin.,married,secondary,3765,no,no,unknown,1094,3,yes
46,blue-collar,married,primary,977,no,yes,telephone,436,3,yes
26,technician,single,tertiary,15161,no,no,cellular,280,1,yes
51,admin.,married,tertiary,0,yes,yes,cellular,124,2,yes
58,entrepreneur,married,tertiary,776,yes,no,telephone,990,1,yes
51,admin.,single,secondary,1994,no,no,unknown,771,2,yes
33,admin.,married,secondary,616,no,no,cellular,250,3,yes
46,housemaid,married,primary,3512,no,no,cellular,175,1,yes
34,technician,single,tertiary,6529,no,no,cellular,505,2,yes
40,blue-collar,married,primary,0,yes,no,cellular,1080,4,yes
40,admin.,divorced,secondary,2129,no,no,cellular,452,1,yes
46,technician,single,secondary,874,no,no,cellular,819,3,yes
59,entrepreneur,married,secondary,496,no,no,cellular,738,3,yes
34,technician,married,tertiary,1539,yes,no,cellular,441,1,yes
49,management,divorced,tertiary,348,no,no,cellular,125,1,yes
28,management,single,tertiary,1287,yes,no,cellular,65,1,yes
56,management,married,tertiary,12356,yes,no,cellular,410,1,yes
28,technician,single,secondary,5763,no,yes,cellular,196,2,yes
33,blue-collar,married,secondary,-267,yes,no,cellular,1030,3,yes
37,unemployed,single,secondary,443,no,no,cellular,1600,1,yes
38,services,married,secondary,934,yes,no,cellular,715,1,yes
25,technician,single,secondary,4859,no,no,cellular,227,1,yes
74,retired,married,tertiary,1843,no,no,cellular,251,2,yes
42,unemployed,married,secondary,1289,no,no,cellular,250,4,yes
29,housemaid,single,tertiary,19,no,no,cellular,274,1,yes
60,retired,married,secondary,8332,no,no,cellular,279,1,yes
41,blue-collar,married,secondary,5517,yes,no,cellular,584,1,yes
51,admin.,married,secondary,949,no,no,cellular,1092,1,yes
49,blue-collar,married,primary,-157,yes,no,cellular,491,3,yes
41,management,married,tertiary,254,no,no,cellular,183,2,yes
31,blue-collar,married,secondary,136,no,no,cellular,228,2,yes
25,admin.,single,secondary,285,no,no,cellular,658,3,yes
32,management,divorced,tertiary,874,no,no,cellular,1282,6,yes
73,retired,married,tertiary,1641,yes,no,cellular,49,2,yes
31,management,single,secondary,1088,yes,no,cellular,575,2,yes
32,student,single,tertiary,1138,no,no,telephone,402,3,yes
27,student,single,tertiary,13107,yes,no,cellular,661,1,yes
60,retired,married,tertiary,2557,yes,no,cellular,415,1,yes
34,admin.,married,tertiary,142,yes,no,cellular,459,1,yes
43,admin.,single,secondary,733,yes,no,cellular,1102,3,yes
31,entrepreneur,single,tertiary,-405,yes,yes,cellular,703,2,yes
42,management,single,tertiary,11008,no,no,cellular,822,6,yes
27,services,single,secondary,246,no,no,cellular,453,2,yes
57,retired,married,tertiary,0,yes,yes,unknown,648,1,yes
30,management,single,tertiary,536,no,no,cellular,362,2,yes
45,admin.,divorced,tertiary,1506,no,no,cellular,365,4,yes
49,admin.,single,secondary,716,yes,no,unknown,1257,3,yes
31,management,single,tertiary,354,no,no,cellular,242,2,yes
41,management,divorced,tertiary,1757,no,no,cellular,314,1,yes
57,technician,married,secondary,7554,no,no,telephone,141,1,yes
57,management,divorced,unknown,854,no,no,cellular,480,1,yes
58,retired,married,secondary,1230,no,no,cellular,420,1,yes
54,management,married,tertiary,1303,no,no,cellular,1635,1,yes
36,management,married,tertiary,93,no,no,cellular,262,2,yes
53,services,divorced,primary,-291,yes,yes,unknown,591,1,yes
34,admin.,married,tertiary,69,no,yes,cellular,263,3,yes
27,unemployed,single,secondary,771,no,no,cellular,181,1,yes
41,services,single,secondary,-675,yes,yes,cellular,147,4,yes
62,technician,married,secondary,973,no,no,cellular,326,1,yes
27,blue-collar,single,primary,377,no,no,cellular,645,2,yes
37,technician,married,secondary,480,no,no,cellular,344,2,yes
22,student,single,secondary,552,no,no,cellular,327,1,yes
27,student,single,tertiary,3733,yes,no,telephone,299,6,yes
30,services,single,secondary,-158,yes,no,cellular,426,1,yes
28,admin.,single,secondary,136,no,no,cellular,355,1,yes
27,admin.,single,secondary,4590,yes,no,cellular,131,4,yes
42,management,divorced,secondary,283,yes,no,cellular,761,1,yes
36,management,married,tertiary,0,yes,no,telephone,140,1,yes
27,blue-collar,married,secondary,419,yes,no,unknown,1181,2,yes
58,services,divorced,secondary,462,no,no,cellular,332,1,yes
55,technician,divorced,secondary,4,no,no,cellular,1048,1,yes
52,admin.,divorced,secondary,363,yes,no,cellular,168,1,yes
42,management,single,tertiary,7560,no,no,cellular,132,1,yes
46,management,divorced,tertiary,1297,no,no,cellular,716,3,yes
32,technician,single,secondary,40,no,no,cellular,419,2,yes
52,technician,single,secondary,436,no,yes,unknown,95,1,yes
57,admin.,married,secondary,403,yes,no,cellular,603,1,yes
40,technician,single,secondary,5637,yes,no,unknown,553,3,yes
30,self-employed,single,tertiary,916,no,no,cellular,449,2,yes
30,management,married,tertiary,1942,yes,yes,cellular,436,2,yes
39,technician,divorced,secondary,385,no,no,cellular,242,1,yes
28,technician,single,secondary,-1042,yes,no,unknown,712,2,yes
34,management,married,tertiary,3696,no,no,cellular,758,2,yes
30,management,single,tertiary,3384,no,no,cellular,578,2,yes
24,technician,married,secondary,556,yes,no,cellular,278,1,yes
59,management,married,tertiary,315,no,no,cellular,591,1,yes
38,unemployed,married,tertiary,2812,yes,no,cellular,830,1,yes
47,unemployed,married,primary,324,no,no,cellular,462,2,yes
52,blue-collar,married,secondary,-519,yes,no,unknown,442,8,yes
35,student,single,secondary,188,yes,no,cellular,75,3,yes
61,management,married,tertiary,267,no,no,cellular,190,1,yes
46,self-employed,divorced,tertiary,21,no,no,cellular,566,2,yes
55,admin.,married,unknown,2038,no,no,cellular,394,1,yes
42,technician,single,unknown,11115,no,no,cellular,187,1,yes
26,management,single,tertiary,194,no,no,cellular,407,2,yes
58,admin.,married,secondary,169,no,no,cellular,880,1,yes
46,management,divorced,secondary,0,no,no,cellular,763,5,yes
39,management,married,secondary,2981,no,no,cellular,200,1,yes
29,student,single,secondary,67,no,no,cellular,211,1,yes
21,technician,single,unknown,360,no,no,cellular,131,2,yes
57,technician,married,primary,3376,yes,no,telephone,421,2,yes
31,management,single,tertiary,4718,yes,no,cellular,536,1,yes
49,technician,divorced,unknown,387,no,no,cellular,325,1,yes
56,management,divorced,tertiary,4266,yes,no,unknown,490,4,yes
30,admin.,married,secondary,396,yes,no,cellular,366,3,yes
34,technician,single,secondary,2085,no,no,cellular,356,3,yes
35,management,single,tertiary,62,yes,no,cellular,213,3,yes
55,retired,divorced,secondary,-268,no,yes,cellular,1417,1,yes
44,blue-collar,married,secondary,1697,yes,no,unknown,150,2,yes
36,technician,married,tertiary,341,no,no,cellular,282,1,yes
63,retired,divorced,primary,109,no,no,cellular,406,2,yes
37,management,married,tertiary,0,no,no,cellular,426,2,yes
58,retired,married,primary,4158,no,no,cellular,455,2,yes
37,management,married,tertiary,156,no,no,cellular,366,3,yes
26,management,single,tertiary,390,no,no,cellular,325,1,yes
44,blue-collar,single,primary,36,yes,no,cellular,551,1,yes
37,technician,single,tertiary,0,yes,no,cellular,366,6,yes
53,management,divorced,tertiary,50,yes,no,cellular,669,1,yes
37,management,single,tertiary,102,yes,no,cellular,445,1,yes
40,blue-collar,married,primary,57,yes,no,cellular,1007,9,yes
40,blue-collar,divorced,secondary,973,no,no,cellular,449,1,yes
31,management,married,tertiary,3,yes,yes,cellular,331,1,yes
36,self-employed,married,secondary,1245,yes,no,unknown,1469,9,yes
36,blue-collar,married,primary,828,no,no,cellular,1512,1,yes
52,blue-collar,married,unknown,0,yes,no,cellular,1486,1,yes
39,blue-collar,married,secondary,167,yes,yes,cellular,612,1,yes
47,admin.,married,unknown,66,no,no,cellular,358,1,yes
49,entrepreneur,married,secondary,687,yes,no,cellular,772,1,yes
32,technician,married,tertiary,2688,no,no,cellular,216,1,yes
36,management,married,tertiary,625,yes,no,cellular,1360,9,yes
27,technician,single,secondary,1742,yes,no,unknown,787,1,yes
71,retired,divorced,primary,1729,no,no,cellular,456,2,yes
